"R0000100","R0173600","R0214700","R0214800","R0263710","R0446810","R0702510","R0709400","R0709500","R0712100","R0712200","R0712300","R0712400","R0712500","R0833200","R0833400","R0840100","R0841010","R0854110","R0896711"
3385,1,3,1,833,335,400,0,1,1,2,335,1,2,9,81,1,400,335,1
3386,5,3,2,-4,-4,228,0,1,0,-4,-4,-4,-4,7,81,1,228,-4,0
3387,7,2,2,400,335,500,1,1,0,-4,-4,-4,-4,4,81,1,500,-4,1
3388,3,2,1,-4,-4,-4,0,1,0,-4,-4,-4,-4,9,81,1,-4,-4,0
3389,1,3,1,-4,1000,1265,1,1,0,-4,-4,-4,-4,3,81,1,1265,54,1
3390,3,2,1,290,360,385,0,1,0,-4,-4,-4,-4,2,81,1,385,-4,1
3391,3,2,1,-4,-4,335,0,1,0,-4,-4,-4,-4,11,81,1,335,-4,0
3392,3,2,1,555,428,312,0,1,0,-4,-4,-4,-4,3,81,1,312,-4,0
3393,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3394,3,2,1,728,839,961,0,1,1,2,500,1,1,3,81,1,961,-4,1
3395,2,3,1,425,325,500,1,0,-4,-4,-4,-4,-4,2,82,1,500,371,1
3396,1,3,1,346,-4,500,0,1,0,-4,-4,-4,-4,5,81,1,500,-4,0
3397,5,3,2,375,426,465,1,0,-4,-4,-4,-4,-4,2,81,1,465,-4,1
3398,1,3,1,-4,600,400,1,0,-4,-4,-4,-4,-4,10,81,1,400,666,1
3399,1,3,1,1282,-4,825,0,0,-4,-4,-4,-4,-4,6,81,1,825,-4,0
3400,1,3,1,-4,1428,1081,0,0,-4,-4,-4,-4,-4,3,81,1,1081,-4,1
3401,1,3,1,375,437,515,1,1,0,-4,-4,-4,-4,10,81,1,515,267,1
3402,5,3,2,275,100,350,0,1,0,-4,-4,-4,-4,5,81,1,350,100,0
3403,1,3,1,-4,-4,-4,0,0,-4,-4,-4,-4,-4,3,81,1,-4,-4,1
3404,1,3,1,-4,335,375,0,1,0,-4,-4,-4,-4,3,81,1,375,-4,1
3405,1,3,1,-4,330,330,0,0,-4,-4,-4,-4,-4,3,81,1,330,-4,0
3406,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3407,5,3,2,480,982,1195,0,1,1,1,1200000,6,9,2,81,1,1195,-4,0
3408,5,3,2,-4,-4,400,0,0,-4,-4,-4,-4,-4,9,81,1,400,-4,0
3409,5,3,2,275,-4,650,0,1,0,-4,-4,-4,-4,6,81,1,650,-4,1
3410,1,3,1,400,571,625,0,0,-4,-4,-4,-4,-4,4,81,1,625,-4,1
3411,5,3,2,-4,368,390,0,1,0,-4,-4,-4,-4,4,81,1,390,-4,1
3412,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3413,5,3,2,556,-4,96,0,0,-4,-4,-4,-4,-4,9,81,1,96,-4,0
3414,1,3,1,600,1500,1150,0,1,1,3,700,1,1,3,82,1,1150,700,1
3415,1,3,1,-4,365,900,1,0,-4,-4,-4,-4,-4,7,81,1,900,697,1
3416,5,3,2,441,471,750,0,1,0,-4,-4,-4,-4,3,81,1,750,-4,1
3417,1,3,1,375,-4,375,0,1,0,-4,-4,-4,-4,11,81,1,375,-4,0
3418,5,3,2,-4,-4,350,0,0,-4,-4,-4,-4,-4,8,81,1,350,-4,1
3419,5,3,2,485,450,581,1,1,1,2,75000,5,1,5,81,1,581,-4,1
3420,1,3,1,476,1000,600,0,1,1,5,350,1,1,2,82,1,600,666,1
3421,5,3,2,414,562,-4,-4,-4,-4,-4,-4,-4,-4,4,81,1,528,-4,0
3422,5,3,2,500,500,288,0,1,0,-4,-4,-4,-4,3,81,1,288,-4,0
3423,5,3,2,355,743,714,0,1,1,1,200,1,2,4,81,1,714,-4,0
3424,5,3,2,150,475,475,0,1,0,-4,-4,-4,-4,4,81,1,475,-4,1
3425,1,3,1,320,300,571,0,1,0,-4,-4,-4,-4,6,81,1,571,250,1
3426,5,3,2,320,335,312,0,0,-4,-4,-4,-4,-4,4,81,1,312,-4,1
3427,5,3,2,-4,400,375,1,1,0,-4,-4,-4,-4,10,81,1,375,-4,1
3428,5,3,2,450,-4,573,0,0,-4,-4,-4,-4,-4,7,81,1,573,-4,0
3429,5,3,2,406,552,639,0,1,1,1,60000,5,3,3,81,1,639,-4,1
3430,5,3,2,-4,-4,400,0,1,0,-4,-4,-4,-4,8,81,1,400,-4,0
3431,1,3,1,310,333,345,0,1,0,-4,-4,-4,-4,2,81,1,345,-4,0
3432,5,3,2,310,-4,375,0,1,0,-4,-4,-4,-4,10,81,1,375,-4,1
3433,5,3,2,-4,-4,778,0,1,0,-4,-4,-4,-4,3,81,1,778,-4,1
3434,8,1,2,483,500,540,0,1,0,-4,-4,-4,-4,10,81,1,540,-4,1
3435,8,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3436,8,1,2,262,288,375,0,1,0,-4,-4,-4,-4,2,81,1,375,-4,0
3437,4,1,1,385,336,440,0,1,0,-4,-4,-4,-4,2,81,1,440,-4,1
3438,8,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3439,1,3,1,208,-4,387,0,1,0,-4,-4,-4,-4,6,81,1,387,-4,0
3440,1,3,1,425,335,690,0,1,0,-4,-4,-4,-4,6,81,1,690,-4,1
3441,1,3,1,-4,-4,696,0,1,0,-4,-4,-4,-4,7,81,1,696,425,1
3442,5,3,2,321,335,312,0,0,-4,-4,-4,-4,-4,9,81,1,312,96,1
3443,1,3,1,-4,300,333,0,1,0,-4,-4,-4,-4,9,81,1,333,260,1
3444,5,3,2,-4,-4,-4,0,0,-4,-4,-4,-4,-4,6,81,1,-4,-4,0
3445,5,3,2,436,250,250,1,0,-4,-4,-4,-4,-4,3,81,1,250,-4,1
3446,5,3,2,750,-4,875,0,1,0,-4,-4,-4,-4,8,81,1,875,-4,1
3447,7,2,2,-4,-4,472,0,1,0,-4,-4,-4,-4,10,81,1,472,-4,0
3448,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3449,1,3,1,-5,-5,-4,0,0,-4,-4,-4,-4,-4,5,79,1,-4,-4,1
3450,1,3,1,-4,-4,-4,0,0,-4,-4,-4,-4,-4,5,81,1,-4,-4,1
3451,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3452,5,3,2,-4,117,385,0,1,1,1,-4,7,9,3,81,1,385,-4,1
3453,1,3,1,-4,-4,304,0,1,0,-4,-4,-4,-4,7,81,1,304,-4,0
3454,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3455,1,3,1,950,1000,950,1,1,0,-4,-4,-4,-4,2,81,0,-4,950,1
3456,5,3,2,-5,263,585,0,0,-4,-4,-4,-4,-4,5,81,1,585,-4,1
3457,5,3,2,300,305,300,1,1,0,-4,-4,-4,-4,8,81,0,-4,300,1
3458,5,3,2,310,277,304,1,1,0,-4,-4,-4,-4,9,81,1,304,-4,1
3459,5,3,2,310,310,400,1,1,0,-4,-4,-4,-4,2,81,1,400,-4,1
3460,1,3,1,-4,-4,500,0,1,0,-4,-4,-4,-4,1,82,1,500,-4,1
3461,1,3,1,310,400,1000,1,1,0,-4,-4,-4,-4,7,81,1,1000,400,1
3462,1,3,1,325,357,400,1,1,0,-4,-4,-4,-4,11,81,1,400,385,1
3463,1,3,1,-4,335,247,0,1,0,-4,-4,-4,-4,2,81,1,247,-4,1
3464,1,3,1,-4,335,528,0,1,0,-4,-4,-4,-4,6,81,1,528,-4,0
3465,5,3,2,235,330,576,1,1,1,2,1000000,6,6,11,81,1,576,-4,1
3466,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3467,5,3,2,400,400,450,1,1,0,-4,-4,-4,-4,3,81,1,450,-4,1
3468,1,3,1,500,460,400,0,1,1,2,-3,-3,4,9,81,1,400,500,1
3469,5,3,2,-4,-4,269,0,1,0,-4,-4,-4,-4,8,81,1,269,-4,0
3470,1,3,1,700,854,769,1,1,1,2,400,1,1,2,81,1,769,-4,1
3471,1,3,1,340,250,450,0,1,0,-4,-4,-4,-4,6,81,1,450,-4,1
3472,1,3,1,500,721,769,1,1,0,-4,-4,-4,-4,2,81,1,769,-4,1
3473,1,3,1,310,450,547,1,1,0,-4,-4,-4,-4,2,81,1,547,-4,1
3474,1,3,1,400,550,550,1,0,-4,-4,-4,-4,-4,2,81,1,550,-4,1
3475,5,3,2,325,571,428,1,1,0,-4,-4,-4,-4,3,81,1,428,-4,0
3476,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3477,5,3,2,-4,-4,-4,0,1,0,-4,-4,-4,-4,11,81,1,-4,-4,0
3478,1,3,1,-5,750,1000,1,1,1,2,600,1,8,3,81,1,1000,-4,1
3479,1,3,1,-4,-4,400,0,1,0,-4,-4,-4,-4,11,81,1,400,-4,1
3480,5,3,2,186,430,125,0,1,0,-4,-4,-4,-4,2,82,1,125,226,1
3481,5,3,2,335,380,975,1,1,1,3,815,1,4,6,81,1,975,-4,1
3482,1,3,1,687,881,1000,1,1,0,-4,-4,-4,-4,3,81,1,1000,-4,1
3483,1,3,1,-4,251,375,0,0,-4,-4,-4,-4,-4,7,81,1,375,325,1
3484,1,3,1,140,190,335,0,1,0,-4,-4,-4,-4,8,81,1,335,250,1
3485,5,3,2,300,-4,350,0,0,-4,-4,-4,-4,-4,5,81,1,350,-4,0
3486,5,3,2,438,-4,922,0,0,-4,-4,-4,-4,-4,6,81,1,922,-4,1
3487,5,3,2,-4,-4,48,0,0,-4,-4,-4,-4,-4,8,81,1,48,-4,1
3488,5,3,2,362,443,513,1,1,0,-4,-4,-4,-4,2,81,1,513,-4,1
3489,1,3,1,-4,550,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3490,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3491,5,3,2,275,390,384,0,1,0,-4,-4,-4,-4,2,81,1,384,-4,1
3492,1,3,1,-4,-4,500,0,0,-4,-4,-4,-4,-4,9,81,1,500,-4,0
3493,1,3,1,611,692,607,0,1,0,-4,-4,-4,-4,11,81,1,607,568,1
3494,1,3,1,900,-4,800,0,1,0,-4,-4,-4,-4,7,81,1,800,333,1
3495,1,3,1,600,625,655,0,1,0,-4,-4,-4,-4,2,81,1,655,-4,1
3496,5,3,2,290,468,523,0,1,0,-4,-4,-4,-4,10,81,1,523,372,1
3497,1,3,1,-4,-4,500,0,0,-4,-4,-4,-4,-4,9,81,1,500,-4,1
3498,5,3,2,519,462,552,1,0,-4,-4,-4,-4,-4,2,81,1,552,-4,0
3499,1,3,1,-5,-4,833,0,1,0,-4,-4,-4,-4,3,82,1,833,-4,1
3500,8,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3501,5,3,2,100,100,416,0,1,0,-4,-4,-4,-4,1,82,1,416,-4,1
3502,8,1,2,492,547,587,0,1,0,-4,-4,-4,-4,2,81,1,587,-4,1
3503,1,3,1,865,985,1009,1,1,0,-4,-4,-4,-4,2,81,1,1009,-4,1
3504,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3505,5,3,2,490,540,689,1,0,-4,-4,-4,-4,-4,12,81,1,689,625,1
3506,5,3,2,375,335,345,1,0,-4,-4,-4,-4,-4,5,81,1,345,335,0
3507,1,3,1,-4,-4,900,0,0,-4,-4,-4,-4,-4,7,81,1,900,-4,0
3508,5,3,2,320,-4,240,0,1,1,1,400,1,8,6,81,1,240,-4,1
3509,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
3510,1,3,1,961,992,1057,0,1,0,-4,-4,-4,-4,2,81,1,1057,-4,1
3511,5,3,2,222,348,465,1,1,0,-4,-4,-4,-4,2,81,1,465,-4,1
3512,5,3,2,-4,-4,350,0,0,-4,-4,-4,-4,-4,5,81,1,350,-4,0
3513,1,3,1,400,500,437,0,0,-4,-4,-4,-4,-4,1,81,1,437,-4,0
3514,5,3,2,310,-4,435,0,1,0,-4,-4,-4,-4,4,81,1,435,-4,1
3515,1,3,1,-4,1056,1093,0,1,1,1,2150000,6,9,3,81,1,1093,-4,1
3516,1,3,1,90,-4,500,0,1,0,-4,-4,-4,-4,3,81,1,500,-4,1
3517,1,3,1,-4,335,350,0,0,-4,-4,-4,-4,-4,2,82,1,350,-4,1
3518,5,3,2,432,523,523,0,1,0,-4,-4,-4,-4,2,81,1,523,-4,0
3519,5,3,2,-4,432,590,0,1,0,-4,-4,-4,-4,3,81,1,590,-4,0
3520,1,3,1,-4,-4,106,0,1,0,-4,-4,-4,-4,5,81,1,106,-4,0
3521,1,3,1,310,335,450,1,1,0,-4,-4,-4,-4,2,82,1,450,-4,1
3522,5,3,2,310,-4,335,0,0,-4,-4,-4,-4,-4,10,81,1,335,-4,0
3523,5,3,2,-4,-4,250,0,0,-4,-4,-4,-4,-4,10,81,1,250,-4,1
3524,5,3,2,375,200,201,0,1,1,1,175,1,10,3,81,1,201,-4,0
3525,1,3,1,714,335,550,0,1,1,3,1100000,6,6,3,82,1,550,240,1
3526,1,3,1,550,550,625,1,0,-4,-4,-4,-4,-4,3,81,1,625,-4,1
3527,5,3,2,453,519,-4,1,1,1,2,350,1,1,3,81,1,-4,-4,0
3528,1,3,1,-4,335,400,0,1,0,-4,-4,-4,-4,6,81,1,400,-4,1
3529,1,3,1,-4,400,500,0,0,-4,-4,-4,-4,-4,3,81,1,500,-4,1
3530,1,3,1,-4,350,375,1,1,0,-4,-4,-4,-4,5,81,1,375,400,0
3531,5,3,2,441,600,737,1,1,0,-4,-4,-4,-4,2,81,1,737,-4,1
3532,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3533,2,3,1,560,625,576,1,1,1,1,1100000,6,10,6,81,1,576,312,1
3534,4,1,1,250,193,1025,1,1,1,3,2000000,6,3,7,81,1,1025,-4,1
3535,8,1,2,-4,335,350,0,1,0,-4,-4,-4,-4,5,81,1,350,-4,0
3536,8,1,2,-4,-4,257,0,0,-4,-4,-4,-4,-4,9,81,1,257,335,1
3537,5,3,2,342,410,475,1,1,1,2,500,1,10,8,81,1,475,450,1
3538,3,2,1,846,895,1190,1,1,0,-4,-4,-4,-4,4,81,1,1190,-4,1
3539,3,2,1,-4,666,875,1,1,0,-4,-4,-4,-4,2,81,1,875,-4,1
3540,3,2,1,-4,-4,525,1,1,1,1,335,1,2,2,81,1,525,-4,1
3541,3,2,1,-4,-4,512,0,1,0,-4,-4,-4,-4,5,81,1,512,-4,1
3542,7,2,2,-4,-4,447,0,1,0,-4,-4,-4,-4,12,81,1,447,-4,0
3543,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3544,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3545,7,2,2,-4,-4,335,0,0,-4,-4,-4,-4,-4,11,81,1,335,335,1
3546,7,2,2,83,-4,335,0,0,-4,-4,-4,-4,-4,6,81,1,335,-4,0
3547,7,2,2,475,525,596,1,1,0,-4,-4,-4,-4,3,81,1,596,-4,1
3548,7,2,2,310,-4,350,0,1,0,-4,-4,-4,-4,1,82,1,350,-4,1
3549,5,3,2,-4,100,111,0,1,0,-4,-4,-4,-4,2,81,1,111,-4,0
3550,1,3,1,704,-4,845,0,1,0,-4,-4,-4,-4,1,82,1,845,350,1
3551,5,3,2,315,240,410,0,0,-4,-4,-4,-4,-4,1,81,1,410,-4,0
3552,5,3,2,200,290,335,1,0,-4,-4,-4,-4,-4,1,82,1,335,290,1
3553,1,3,1,-4,500,550,0,1,0,-4,-4,-4,-4,2,81,1,550,-4,0
3554,5,3,2,75,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3555,5,3,2,-4,333,325,0,1,0,-4,-4,-4,-4,6,81,1,325,-4,0
3556,5,3,2,713,825,899,0,0,-4,-4,-4,-4,-4,2,81,1,899,-4,1
3557,5,3,2,-4,335,350,0,1,0,-4,-4,-4,-4,1,81,1,350,-4,1
3558,5,3,2,310,245,345,0,1,0,-4,-4,-4,-4,1,81,1,345,-4,1
3559,1,3,1,-4,-4,390,0,0,-4,-4,-4,-4,-4,10,81,1,390,390,1
3560,5,3,2,-4,-4,345,0,1,0,-4,-4,-4,-4,11,81,1,345,-4,0
3561,1,3,1,-4,-4,335,0,0,-4,-4,-4,-4,-4,2,82,1,335,-4,1
3562,2,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3563,2,3,1,491,600,629,0,1,0,-4,-4,-4,-4,1,81,1,629,-4,1
3564,6,3,2,350,340,370,1,1,0,-4,-4,-4,-4,4,81,1,370,-4,1
3565,5,3,2,370,404,441,1,1,1,2,411,1,10,9,81,1,441,-4,1
3566,5,3,2,400,-4,400,0,1,1,1,-3,-3,8,9,81,1,400,-4,0
3567,1,3,1,585,-4,680,1,1,0,-4,-4,-4,-4,2,81,1,680,-4,1
3568,5,3,2,-4,166,750,0,1,0,-4,-4,-4,-4,4,81,1,750,-4,1
3569,1,3,1,-4,-4,600,0,1,0,-4,-4,-4,-4,8,81,1,600,-4,1
3570,2,3,1,325,340,440,0,1,0,-4,-4,-4,-4,2,81,1,440,-4,1
3571,2,3,1,310,-4,375,0,1,0,-4,-4,-4,-4,8,81,1,375,-4,1
3572,6,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3573,5,3,2,500,-4,525,0,1,0,-4,-4,-4,-4,7,81,1,525,-4,0
3574,5,3,2,-4,-4,100,0,0,-4,-4,-4,-4,-4,2,81,1,100,-4,1
3575,1,3,1,733,817,961,1,1,0,-4,-4,-4,-4,2,81,1,961,-4,1
3576,5,3,2,217,-4,640,0,1,0,-4,-4,-4,-4,5,81,1,640,-4,0
3577,1,3,1,-4,-4,500,0,0,-4,-4,-4,-4,-4,2,81,1,500,-4,0
3578,1,3,1,-4,370,468,0,1,0,-4,-4,-4,-4,11,81,1,468,-4,0
3579,1,3,1,274,1923,357,0,0,-4,-4,-4,-4,-4,2,81,1,357,500,1
3580,1,3,1,487,465,458,1,1,0,-4,-4,-4,-4,3,81,1,458,-4,1
3581,1,3,1,320,300,1075,0,1,1,1,1700000,6,1,2,82,1,1075,350,1
3582,1,3,1,392,-4,685,1,0,-4,-4,-4,-4,-4,6,81,1,685,-4,0
3583,1,3,1,350,392,450,0,1,0,-4,-4,-4,-4,2,81,1,450,-4,0
3584,5,3,2,-4,-4,500,0,0,-4,-4,-4,-4,-4,6,81,1,500,-4,0
3585,1,3,1,-4,-4,407,0,1,0,-4,-4,-4,-4,6,81,1,407,-4,0
3586,5,3,2,-5,-5,294,0,1,0,-4,-4,-4,-4,10,79,1,294,-4,1
3587,1,3,1,-4,800,850,0,1,0,-4,-4,-4,-4,1,81,1,850,-4,0
3588,1,3,1,153,300,571,0,1,0,-4,-4,-4,-4,10,81,1,571,-4,1
3589,1,3,1,676,600,1250,1,1,0,-4,-4,-4,-4,1,81,1,1250,-4,1
3590,1,3,1,310,-4,750,0,1,0,-4,-4,-4,-4,2,81,1,750,-4,0
3591,1,3,1,400,441,860,1,0,-4,-4,-4,-4,-4,3,81,1,860,-4,1
3592,1,3,1,350,457,500,0,1,0,-4,-4,-4,-4,2,81,1,500,-4,1
3593,1,3,1,300,300,350,0,0,-4,-4,-4,-4,-4,2,81,1,350,-4,1
3594,5,3,2,-4,385,325,0,1,0,-4,-4,-4,-4,3,81,1,325,-4,0
3595,1,3,1,600,476,625,0,1,0,-4,-4,-4,-4,3,81,1,625,-4,0
3596,1,3,1,-4,-4,335,1,1,0,-4,-4,-4,-4,12,81,1,335,283,1
3597,5,3,2,283,1866,385,0,1,1,1,260,1,1,9,81,1,385,-4,1
3598,1,3,1,937,669,776,1,1,0,-4,-4,-4,-4,2,81,1,776,-4,1
3599,1,3,1,315,833,937,0,1,0,-4,-4,-4,-4,2,81,1,937,-4,1
3600,1,3,1,455,-4,952,1,1,0,-4,-4,-4,-4,2,81,1,952,-4,1
3601,5,3,2,100,335,330,0,1,0,-4,-4,-4,-4,2,81,1,330,-4,1
3602,1,3,1,739,800,1050,1,1,1,2,450,1,2,2,81,1,1050,-4,1
3603,5,3,2,342,430,463,1,1,1,2,350,1,2,2,81,1,463,-4,1
3604,1,3,1,310,440,600,1,0,-4,-4,-4,-4,-4,2,81,1,600,-4,1
3605,5,3,2,341,387,455,0,1,0,-4,-4,-4,-4,2,81,1,455,-4,1
3606,5,3,2,400,-4,500,0,0,-4,-4,-4,-4,-4,2,81,1,500,-4,1
3607,1,3,1,288,250,187,1,0,-4,-4,-4,-4,-4,2,81,1,187,-4,1
3608,1,3,1,807,769,917,0,1,1,2,1400000,6,1,2,81,1,917,-4,1
3609,5,3,2,277,416,416,0,0,-4,-4,-4,-4,-4,1,81,1,416,-4,0
3610,5,3,2,212,296,400,0,1,0,-4,-4,-4,-4,8,81,1,400,325,1
3611,5,3,2,450,583,611,0,1,0,-4,-4,-4,-4,2,81,1,611,-4,1
3612,1,3,1,-4,-4,400,0,1,1,2,47500,5,7,12,81,1,400,-4,0
3613,5,3,2,312,423,493,0,1,0,-4,-4,-4,-4,3,81,1,493,-4,1
3614,6,3,2,310,335,335,1,1,0,-4,-4,-4,-4,10,81,1,335,335,0
3615,1,3,1,320,355,250,0,1,0,-4,-4,-4,-4,1,81,1,250,-4,1
3616,1,3,1,325,-4,350,0,1,0,-4,-4,-4,-4,11,81,1,350,700,1
3617,1,3,1,345,-4,749,0,0,-4,-4,-4,-4,-4,5,81,1,749,-4,0
3618,5,3,2,700,625,533,0,1,0,-4,-4,-4,-4,2,81,1,533,-4,1
3619,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
3620,1,3,1,310,-4,509,1,1,1,1,375,1,9,12,81,1,509,390,1
3621,1,3,1,553,653,703,1,1,0,-4,-4,-4,-4,2,81,1,703,-4,1
3622,1,3,1,310,-4,345,0,1,0,-4,-4,-4,-4,11,81,1,345,244,1
3623,1,3,1,290,317,500,0,0,-4,-4,-4,-4,-4,1,81,1,500,-4,1
3624,5,3,2,100,-4,340,0,1,0,-4,-4,-4,-4,4,81,1,340,345,1
3625,5,3,2,-4,-4,100,0,0,-4,-4,-4,-4,-4,8,81,1,100,-4,1
3626,5,3,2,330,528,556,0,1,0,-4,-4,-4,-4,2,81,1,556,-4,1
3627,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3628,1,3,1,621,800,961,1,1,1,1,1500000,6,8,2,81,1,961,-4,1
3629,5,3,2,450,-4,400,0,1,1,1,335,1,9,10,81,1,400,-4,0
3630,5,3,2,-4,-4,340,0,1,0,-4,-4,-4,-4,2,81,1,340,-4,1
3631,5,3,2,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3632,1,3,1,340,-4,450,0,1,0,-4,-4,-4,-4,8,81,1,450,500,1
3633,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3634,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3635,5,3,2,-4,75,380,0,1,0,-4,-4,-4,-4,12,81,1,380,375,0
3636,5,3,2,-4,250,335,1,1,0,-4,-4,-4,-4,11,81,1,335,300,0
3637,6,3,2,451,498,573,0,0,-4,-4,-4,-4,-4,3,81,1,573,-4,1
3638,1,3,1,-4,-4,335,0,1,0,-4,-4,-4,-4,1,82,1,335,-4,1
3639,1,3,1,-4,-4,480,0,1,0,-4,-4,-4,-4,5,81,1,480,-4,0
3640,1,3,1,-4,-4,-4,0,0,-4,-4,-4,-4,-4,3,81,1,-4,-4,0
3641,5,3,2,-4,523,606,1,1,0,-4,-4,-4,-4,2,81,1,606,-4,1
3642,1,3,1,-4,-4,-4,1,0,-4,-4,-4,-4,-4,6,81,1,-4,-4,0
3643,5,3,2,-4,285,500,0,1,0,-4,-4,-4,-4,2,81,1,500,-4,1
3644,1,3,1,-4,113,335,0,1,0,-4,-4,-4,-4,2,81,1,335,-4,0
3645,1,3,1,-4,604,1000,0,1,1,2,520,1,1,7,81,1,1000,353,1
3646,1,3,1,-5,1090,1923,0,0,-4,-4,-4,-4,-4,4,81,1,1923,-4,1
3647,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3648,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3649,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3650,5,3,2,310,342,365,1,0,-4,-4,-4,-4,-4,2,81,1,365,-4,1
3651,5,3,2,405,430,650,1,1,0,-4,-4,-4,-4,8,81,1,650,485,1
3652,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3653,1,3,1,436,805,843,0,1,0,-4,-4,-4,-4,3,81,1,843,-4,1
3654,5,3,2,-4,335,385,0,0,-4,-4,-4,-4,-4,2,81,1,385,-4,1
3655,5,3,2,333,335,210,0,1,0,-4,-4,-4,-4,5,81,1,210,335,0
3656,1,3,1,-4,-4,43,0,1,0,-4,-4,-4,-4,10,81,1,43,-4,0
3657,2,3,1,-4,-4,225,0,1,0,-4,-4,-4,-4,6,81,1,225,-4,0
3658,2,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3659,6,3,2,-4,-4,375,1,0,-4,-4,-4,-4,-4,7,81,1,375,-4,0
3660,2,3,1,-4,-4,335,0,1,0,-4,-4,-4,-4,6,81,1,335,-4,1
3661,5,3,2,250,-4,300,0,1,0,-4,-4,-4,-4,3,81,1,300,-4,1
3662,5,3,2,394,385,342,0,1,0,-4,-4,-4,-4,1,82,1,342,481,1
3663,5,3,2,-4,-4,360,0,1,0,-4,-4,-4,-4,6,81,1,360,-4,0
3664,4,1,1,-4,555,-4,-4,-4,-4,-4,-4,-4,-4,2,81,1,-4,-4,0
3665,2,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
3666,4,1,1,384,-4,380,0,0,-4,-4,-4,-4,-4,12,81,0,333,380,1
3667,5,3,2,-4,350,335,1,1,0,-4,-4,-4,-4,9,81,1,335,-4,1
3668,1,3,1,-4,-4,400,0,1,0,-4,-4,-4,-4,5,81,1,400,-4,0
3669,5,3,2,-4,-4,145,0,0,-4,-4,-4,-4,-4,8,81,1,145,312,0
3670,1,3,1,-4,-4,390,0,1,1,1,-4,-2,10,5,81,1,390,-4,0
3671,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
3672,1,3,1,-4,-4,335,1,1,0,-4,-4,-4,-4,3,82,1,335,335,1
3673,1,3,1,-4,-4,500,0,0,-4,-4,-4,-4,-4,4,81,1,500,382,1
3674,5,3,2,-4,-4,205,0,1,0,-4,-4,-4,-4,11,81,1,205,38,0
3675,1,3,1,-4,-4,186,0,0,-4,-4,-4,-4,-4,11,81,1,186,-4,0
