case_id,sample_id,sample_race,sample_sex,offered_wage,previous_wage,acceptance_yn
12307.0,12.0,3.0,2.0,471.0,427.0,y
12307.0,12.0,3.0,2.0,245.0,427.0,n
12380.0,9.0,3.0,1.0,400.0,335.0,y
12380.0,9.0,3.0,1.0,350.0,335.0,n
12398.0,12.0,3.0,2.0,575.0,450.0,y
12398.0,12.0,3.0,2.0,550.0,450.0,n
12469.0,9.0,3.0,1.0,500.0,511.0,y
12469.0,9.0,3.0,1.0,400.0,511.0,n
12507.0,12.0,3.0,2.0,518.0,257.0,y
12507.0,12.0,3.0,2.0,335.0,257.0,n
